Титоренко,Без звания,Кандидат наук,Профессор,Биология
Харитонов,Доцент,Кандидат наук,Доцент,Химия
Волков,Профессор,Доктор наук,Старший преподаватель,Филология
Тарасова,Без звания,Без степени,Старший преподаватель,Психология
Тынчиров,Профессор,Без степени,Преподаватель,Психология
Шабунин,Без звания,Кандидат наук,Преподаватель,Физика
Тарасова,Доцент,Доктор наук,Старший преподаватель,Филология
Волков,Доцент,Без степени,Доцент,История
Евсиков,Без звания,Без степени,Доцент,Психология
Ковалев,Профессор,Без степени,Старший преподаватель,Физика
Приходько,Без звания,Доктор наук,Старший преподаватель,Биология
Царюк,Доцент,Без степени,Доцент,История
Шабунин,Без звания,Без степени,Профессор,Химия
Титоренко,Без звания,Кандидат наук,Преподаватель,Физика
Попенко,Без звания,Без степени,Старший преподаватель,Физика
Брещенко,Доцент,Кандидат наук,Преподаватель,Химия
Приходько,Без звания,Без степени,Преподаватель,Биология
Царюк,Доцент,Без степени,Доцент,Политология
Приходько,Доцент,Без степени,Преподаватель,История
Волков,Доцент,Кандидат наук,Преподаватель,Физика
Харитонов,Без звания,Кандидат наук,Старший преподаватель,Филология
Шабунин,Профессор,Без степени,Преподаватель,Психология
Тарасова,Без звания,Без степени,Старший преподаватель,Математика
Тынчиров,Профессор,Доктор наук,Доцент,Математика
Андреев,Без звания,Без степени,Старший преподаватель,Математика
Харитонов,Профессор,Без степени,Преподаватель,История
Титоренко,Без звания,Кандидат наук,Доцент,Психология
Царюк,Без звания,Без степени,Старший преподаватель,Филология
Евсиков,Без звания,Кандидат наук,Доцент,Психология
Ковалев,Без звания,Без степени,Доцент,История
Титоренко,Без звания,Без степени,Преподаватель,Математика
Тарасова,Без звания,Без степени,Профессор,Математика
Попенко,Доцент,Без степени,Старший преподаватель,Психология
Шабунин,Доцент,Без степени,Профессор,Психология
Шабунин,Без звания,Кандидат наук,Преподаватель,Политология
Ковалев,Доцент,Без степени,Старший преподаватель,Физика
Царюк,Доцент,Без степени,Старший преподаватель,Математика
Тарасова,Профессор,Доктор наук,Старший преподаватель,Психология
Приходько,Доцент,Кандидат наук,Старший преподаватель,Математика
Брещенко,Без звания,Доктор наук,Преподаватель,Химия
Ковалев,Доцент,Без степени,Профессор,Физика
Брещенко,Без звания,Доктор наук,Старший преподаватель,Психология
Приходько,Профессор,Без степени,Профессор,Математика
Брещенко,Доцент,Без степени,Старший преподаватель,Психология
Парфенович,Без звания,Доктор наук,Старший преподаватель,Биология
Волков,Без звания,Без степени,Преподаватель,Математика
Волков,Без звания,Без степени,Профессор,Психология
Лаптева,Профессор,Доктор наук,Старший преподаватель,Математика
Парфенович,Профессор,Кандидат наук,Преподаватель,Математика
Лаптева,Без звания,Доктор наук,Старший преподаватель,Филология
Парфенович,Профессор,Кандидат наук,Профессор,Физика
Харитонов,Доцент,Доктор наук,Доцент,Политология
Шабунин,Доцент,Доктор наук,Преподаватель,История
Тынчиров,Профессор,Без степени,Преподаватель,Филология
Ковалев,Профессор,Без степени,Доцент,Математика
Шабунин,Без звания,Без степени,Старший преподаватель,Математика
Титоренко,Доцент,Без степени,Профессор,Биология
Шабунин,Без звания,Доктор наук,Старший преподаватель,Математика
Попенко,Без звания,Без степени,Старший преподаватель,Физика
Андреев,Без звания,Доктор наук,Доцент,Химия
Царюк,Профессор,Без степени,Старший преподаватель,Психология
Волков,Доцент,Без степени,Преподаватель,Математика
Тарасова,Доцент,Доктор наук,Доцент,Математика
Тарасова,Без звания,Без степени,Преподаватель,Математика
Приходько,Без звания,Без степени,Доцент,Физика
Титоренко,Доцент,Без степени,Доцент,История
Приходько,Профессор,Кандидат наук,Доцент,Биология
Приходько,Профессор,Доктор наук,Старший преподаватель,Психология
Тынчиров,Доцент,Без степени,Профессор,Математика
Попенко,Доцент,Без степени,Профессор,История
Волков,Доцент,Кандидат наук,Доцент,История
Парфенович,Без звания,Кандидат наук,Преподаватель,Филология
Попенко,Доцент,Кандидат наук,Доцент,Психология
Брещенко,Без звания,Без степени,Профессор,Психология
Шабунин,Профессор,Кандидат наук,Преподаватель,Психология
Парфенович,Без звания,Доктор наук,Преподаватель,Химия
Шабунин,Без звания,Без степени,Доцент,Биология
Приходько,Профессор,Кандидат наук,Профессор,Математика
Шабунин,Доцент,Доктор наук,Профессор,Филология
Лаптева,Без звания,Без степени,Старший преподаватель,Математика
Брещенко,Профессор,Кандидат наук,Старший преподаватель,Филология
Попенко,Доцент,Без степени,Профессор,История
Харитонов,Профессор,Без степени,Преподаватель,Математика
Приходько,Доцент,Кандидат наук,Старший преподаватель,Психология
Брещенко,Без звания,Без степени,Старший преподаватель,Филология
Попенко,Доцент,Кандидат наук,Профессор,Психология
Парфенович,Доцент,Без степени,Профессор,Политология
Ковалев,Профессор,Кандидат наук,Преподаватель,Математика
Парфенович,Доцент,Без степени,Старший преподаватель,Психология
Евсиков,Профессор,Кандидат наук,Старший преподаватель,Политология
Шабунин,Доцент,Без степени,Доцент,Филология
Попенко,Без звания,Без степени,Старший преподаватель,Психология
Волков,Доцент,Без степени,Доцент,История
Шабунин,Доцент,Доктор наук,Преподаватель,Психология
Царюк,Профессор,Кандидат наук,Профессор,Математика
Парфенович,Профессор,Кандидат наук,Доцент,Биология
Брещенко,Без звания,Кандидат наук,Доцент,Химия
Тарасова,Доцент,Кандидат наук,Преподаватель,История
Лаптева,Доцент,Без степени,Профессор,Математика
Андреев,Доцент,Доктор наук,Доцент,Психология
Парфенович,Без звания,Без степени,Старший преподаватель,Физика
Шабунин,Доцент,Без степени,Профессор,Физика
Евсиков,Профессор,Без степени,Доцент,Филология
Харитонов,Без звания,Без степени,Старший преподаватель,Психология
Брещенко,Доцент,Кандидат наук,Доцент,История
Волков,Без звания,Кандидат наук,Преподаватель,Психология
Титоренко,Без звания,Без степени,Профессор,Химия
Харитонов,Профессор,Доктор наук,Профессор,Химия
Шабунин,Профессор,Кандидат наук,Старший преподаватель,Филология
Брещенко,Без звания,Доктор наук,Профессор,Математика
Ковалев,Без звания,Доктор наук,Преподаватель,Филология
Ковалев,Профессор,Без степени,Преподаватель,Химия
Титоренко,Без звания,Без степени,Старший преподаватель,История
Тынчиров,Профессор,Кандидат наук,Преподаватель,История
Волков,Доцент,Доктор наук,Доцент,Химия
Тарасова,Доцент,Без степени,Старший преподаватель,Политология
Попенко,Профессор,Без степени,Старший преподаватель,Математика
Тарасова,Без звания,Доктор наук,Профессор,Физика
Лаптева,Без звания,Кандидат наук,Старший преподаватель,Психология
Тынчиров,Доцент,Кандидат наук,Доцент,Психология
Волков,Без звания,Доктор наук,Старший преподаватель,Химия
Ковалев,Без звания,Кандидат наук,Профессор,Химия
Тарасова,Профессор,Кандидат наук,Старший преподаватель,Политология
Евсиков,Доцент,Без степени,Старший преподаватель,Химия
Приходько,Доцент,Кандидат наук,Доцент,Психология
Титоренко,Профессор,Без степени,Доцент,Филология
Титоренко,Доцент,Без степени,Старший преподаватель,Химия
Евсиков,Без звания,Доктор наук,Профессор,Физика
Волков,Без звания,Без степени,Профессор,Химия
Парфенович,Без звания,Кандидат наук,Доцент,Психология
Андреев,Доцент,Без степени,Доцент,Биология
Лаптева,Доцент,Доктор наук,Старший преподаватель,Химия
Тарасова,Доцент,Без степени,Преподаватель,Психология
Лаптева,Профессор,Доктор наук,Доцент,Физика
Попенко,Без звания,Без степени,Профессор,Психология
Евсиков,Без звания,Доктор наук,Старший преподаватель,Психология
Евсиков,Доцент,Без степени,Доцент,Математика
Тарасова,Доцент,Без степени,Старший преподаватель,Математика
Евсиков,Доцент,Доктор наук,Старший преподаватель,Биология
Тарасова,Без звания,Без степени,Доцент,Биология
Ковалев,Доцент,Без степени,Старший преподаватель,Психология
Парфенович,Доцент,Без степени,Старший преподаватель,Филология
Ковалев,Без звания,Доктор наук,Доцент,История
Титоренко,Без звания,Без степени,Доцент,Биология
Титоренко,Доцент,Без степени,Преподаватель,История
Попенко,Доцент,Без степени,Преподаватель,Психология
Попенко,Доцент,Без степени,Доцент,Математика
Попенко,Профессор,Доктор наук,Доцент,Биология
Лаптева,Доцент,Без степени,Доцент,Политология
Попенко,Доцент,Доктор наук,Старший преподаватель,Математика
Евсиков,Без звания,Кандидат наук,Преподаватель,Биология
Приходько,Без звания,Доктор наук,Преподаватель,Биология
Ковалев,Без звания,Без степени,Профессор,История
Царюк,Доцент,Без степени,Преподаватель,Психология
Тынчиров,Доцент,Без степени,Доцент,История
Евсиков,Без звания,Доктор наук,Доцент,Филология
Тарасова,Без звания,Без степени,Профессор,Филология
Ковалев,Доцент,Без степени,Профессор,Физика
Попенко,Без звания,Без степени,Доцент,Политология
Ковалев,Без звания,Без степени,Преподаватель,Химия
Тарасова,Доцент,Кандидат наук,Доцент,Математика
Волков,Доцент,Без степени,Доцент,История
Тынчиров,Без звания,Без степени,Доцент,Филология
Попенко,Без звания,Кандидат наук,Доцент,Психология
Приходько,Доцент,Без степени,Преподаватель,Филология
Андреев,Доцент,Без степени,Доцент,Математика
Тынчиров,Без звания,Кандидат наук,Преподаватель,Психология
Лаптева,Без звания,Доктор наук,Старший преподаватель,Биология
Волков,Без звания,Без степени,Профессор,Математика
Царюк,Без звания,Доктор наук,Старший преподаватель,Политология
Харитонов,Доцент,Кандидат наук,Старший преподаватель,Химия
Тарасова,Доцент,Без степени,Доцент,Математика
Тынчиров,Профессор,Доктор наук,Доцент,Психология
Андреев,Без звания,Кандидат наук,Доцент,Физика
Харитонов,Доцент,Кандидат наук,Старший преподаватель,Физика
Харитонов,Доцент,Без степени,Доцент,Химия
Царюк,Без звания,Кандидат наук,Доцент,Биология
Приходько,Доцент,Без степени,Доцент,Психология
Парфенович,Без звания,Без степени,Профессор,Математика
Приходько,Профессор,Без степени,Доцент,Психология
Царюк,Профессор,Доктор наук,Доцент,Психология
Тарасова,Профессор,Доктор наук,Старший преподаватель,Филология
Попенко,Доцент,Без степени,Доцент,Математика
Волков,Доцент,Без степени,Доцент,Химия
Андреев,Профессор,Без степени,Доцент,Математика
Харитонов,Без звания,Без степени,Старший преподаватель,Физика
Приходько,Профессор,Без степени,Доцент,Филология
Брещенко,Профессор,Без степени,Преподаватель,Филология
Брещенко,Доцент,Кандидат наук,Преподаватель,Политология
Царюк,Без звания,Кандидат наук,Старший преподаватель,История
Приходько,Доцент,Кандидат наук,Профессор,Политология
Брещенко,Доцент,Без степени,Старший преподаватель,Математика
Тынчиров,Профессор,Доктор наук,Преподаватель,Психология
Евсиков,Без звания,Кандидат наук,Доцент,Математика
Попенко,Доцент,Без степени,Старший преподаватель,Филология
Приходько,Доцент,Доктор наук,Преподаватель,Математика
Брещенко,Без звания,Доктор наук,Доцент,История
Волков,Доцент,Кандидат наук,Доцент,Математика
Евсиков,Без звания,Доктор наук,Доцент,Математика
Тынчиров,Доцент,Доктор наук,Профессор,Математика
Парфенович,Без звания,Кандидат наук,Преподаватель,Математика
Шабунин,Без звания,Без степени,Старший преподаватель,Биология
Тарасова,Доцент,Кандидат наук,Профессор,Психология
Ковалев,Профессор,Без степени,Старший преподаватель,Филология
Харитонов,Без звания,Без степени,Профессор,Физика
Тынчиров,Профессор,Без степени,Старший преподаватель,Химия
Андреев,Профессор,Кандидат наук,Профессор,Психология
Брещенко,Без звания,Без степени,Старший преподаватель,Химия
Тарасова,Без звания,Без степени,Профессор,Физика
Андреев,Доцент,Доктор наук,Преподаватель,Психология
Лаптева,Доцент,Без степени,Доцент,Биология
Евсиков,Без звания,Без степени,Доцент,Биология
Тарасова,Без звания,Без степени,Профессор,Филология
Евсиков,Доцент,Кандидат наук,Преподаватель,Физика
Царюк,Без звания,Доктор наук,Старший преподаватель,Политология
Парфенович,Доцент,Без степени,Доцент,Химия
Тынчиров,Доцент,Кандидат наук,Доцент,Химия
Волков,Без звания,Без степени,Профессор,Психология
Волков,Без звания,Без степени,Доцент,История
Тынчиров,Доцент,Кандидат наук,Преподаватель,Химия
Парфенович,Профессор,Доктор наук,Доцент,Математика
Евсиков,Без звания,Доктор наук,Старший преподаватель,Биология
Титоренко,Доцент,Без степени,Преподаватель,Математика
Тынчиров,Без звания,Без степени,Профессор,Математика
Титоренко,Доцент,Без степени,Профессор,Физика
Тынчиров,Профессор,Кандидат наук,Профессор,Психология
Евсиков,Доцент,Доктор наук,Доцент,История
Харитонов,Доцент,Кандидат наук,Профессор,Математика
Евсиков,Профессор,Без степени,Профессор,Физика
Шабунин,Без звания,Без степени,Преподаватель,Биология
Евсиков,Доцент,Кандидат наук,Старший преподаватель,Биология
Лаптева,Без звания,Кандидат наук,Преподаватель,Филология
Тарасова,Доцент,Без степени,Профессор,Психология
Тарасова,Без звания,Кандидат наук,Старший преподаватель,Психология
Парфенович,Доцент,Кандидат наук,Преподаватель,Психология
Приходько,Доцент,Без степени,Профессор,Политология
Брещенко,Доцент,Доктор наук,Профессор,Психология
Харитонов,Доцент,Кандидат наук,Преподаватель,Биология
Брещенко,Без звания,Без степени,Доцент,Политология
Волков,Доцент,Без степени,Доцент,Биология
Тарасова,Доцент,Без степени,Доцент,Математика
Андреев,Профессор,Кандидат наук,Преподаватель,Математика
Титоренко,Доцент,Без степени,Старший преподаватель,История
Евсиков,Доцент,Без степени,Профессор,Химия
Тарасова,Доцент,Без степени,Доцент,Химия
Лаптева,Доцент,Кандидат наук,Профессор,История
Лаптева,Доцент,Кандидат наук,Старший преподаватель,Психология
Евсиков,Доцент,Без степени,Доцент,Математика
Приходько,Доцент,Без степени,Старший преподаватель,Физика
Шабунин,Без звания,Без степени,Доцент,Физика
Евсиков,Доцент,Доктор наук,Доцент,Математика
Евсиков,Доцент,Доктор наук,Доцент,Математика
Приходько,Доцент,Без степени,Старший преподаватель,Психология
Попенко,Без звания,Доктор наук,Преподаватель,Филология
Евсиков,Профессор,Без степени,Доцент,Политология
Лаптева,Профессор,Без степени,Доцент,Физика
Парфенович,Доцент,Кандидат наук,Доцент,Филология
Андреев,Доцент,Без степени,Профессор,Филология
Шабунин,Доцент,Без степени,Старший преподаватель,Филология
Приходько,Без звания,Доктор наук,Доцент,Математика
Харитонов,Профессор,Без степени,Преподаватель,Филология
Парфенович,Доцент,Без степени,Старший преподаватель,Биология
Титоренко,Доцент,Без степени,Профессор,Биология
Приходько,Без звания,Без степени,Старший преподаватель,Психология
Тарасова,Доцент,Доктор наук,Старший преподаватель,История
Парфенович,Профессор,Кандидат наук,Доцент,Биология
Парфенович,Профессор,Кандидат наук,Преподаватель,Биология
Волков,Без звания,Доктор наук,Старший преподаватель,Филология
Тарасова,Доцент,Без степени,Преподаватель,История
Шабунин,Без звания,Кандидат наук,Старший преподаватель,Физика
Харитонов,Без звания,Без степени,Старший преподаватель,Химия
Тынчиров,Доцент,Без степени,Старший преподаватель,Биология
Волков,Профессор,Кандидат наук,Старший преподаватель,Химия
Попенко,Без звания,Доктор наук,Старший преподаватель,Математика
Харитонов,Доцент,Без степени,Преподаватель,Математика
Андреев,Доцент,Без степени,Преподаватель,Математика
Брещенко,Без звания,Доктор наук,Профессор,Филология
Тынчиров,Профессор,Без степени,Доцент,История
Парфенович,Профессор,Кандидат наук,Преподаватель,История
Парфенович,Без звания,Доктор наук,Преподаватель,История
Брещенко,Доцент,Без степени,Старший преподаватель,Политология
Харитонов,Без звания,Кандидат наук,Профессор,Математика
Приходько,Без звания,Доктор наук,Профессор,Химия
Царюк,Доцент,Доктор наук,Профессор,Психология
Титоренко,Без звания,Кандидат наук,Доцент,Математика
Титоренко,Профессор,Доктор наук,Преподаватель,Химия
Попенко,Профессор,Без степени,Доцент,Физика
Ковалев,Профессор,Доктор наук,Старший преподаватель,Филология
Титоренко,Без звания,Без степени,Профессор,Физика
Приходько,Без звания,Кандидат наук,Старший преподаватель,Физика
Брещенко,Доцент,Без степени,Старший преподаватель,Физика
Титоренко,Без звания,Без степени,Доцент,Биология
Ковалев,Доцент,Без степени,Преподаватель,Психология
Евсиков,Доцент,Без степени,Преподаватель,Математика
Брещенко,Доцент,Кандидат наук,Профессор,Филология
Ковалев,Доцент,Доктор наук,Преподаватель,Биология
Царюк,Доцент,Без степени,Преподаватель,Биология
Парфенович,Без звания,Без степени,Профессор,Филология
Попенко,Без звания,Без степени,Профессор,Политология
Шабунин,Доцент,Без степени,Старший преподаватель,Математика
Тынчиров,Доцент,Доктор наук,Старший преподаватель,Химия
Царюк,Без звания,Без степени,Старший преподаватель,Химия
Лаптева,Доцент,Без степени,Старший преподаватель,Психология
Тынчиров,Без звания,Без степени,Старший преподаватель,Филология
Приходько,Без звания,Без степени,Профессор,Математика
Приходько,Доцент,Без степени,Доцент,Филология
Парфенович,Доцент,Кандидат наук,Доцент,История
Попенко,Профессор,Без степени,Профессор,Математика
Шабунин,Без звания,Без степени,Старший преподаватель,Математика
Харитонов,Доцент,Кандидат наук,Профессор,Химия
Тынчиров,Без звания,Без степени,Преподаватель,Физика
Титоренко,Без звания,Кандидат наук,Преподаватель,Психология
Приходько,Доцент,Кандидат наук,Доцент,Математика
Брещенко,Доцент,Без степени,Преподаватель,Психология
Титоренко,Доцент,Без степени,Старший преподаватель,Биология
Лаптева,Профессор,Без степени,Преподаватель,Биология
Лаптева,Без звания,Кандидат наук,Профессор,Физика
Тынчиров,Без звания,Без степени,Доцент,Математика
Парфенович,Без звания,Кандидат наук,Доцент,История
Лаптева,Профессор,Без степени,Старший преподаватель,Психология
Андреев,Без звания,Без степени,Старший преподаватель,Математика
Евсиков,Профессор,Без степени,Старший преподаватель,Математика
Брещенко,Без звания,Кандидат наук,Старший преподаватель,Политология
Евсиков,Без звания,Без степени,Профессор,Физика
Евсиков,Без звания,Без степени,Старший преподаватель,Психология
Попенко,Доцент,Кандидат наук,Старший преподаватель,Психология
Харитонов,Без звания,Доктор наук,Преподаватель,Психология
Титоренко,Без звания,Без степени,Доцент,Биология
Андреев,Профессор,Без степени,Старший преподаватель,Психология
Тынчиров,Доцент,Без степени,Старший преподаватель,Физика
Брещенко,Профессор,Без степени,Старший преподаватель,Филология
Царюк,Без звания,Без степени,Доцент,Биология
Ковалев,Доцент,Кандидат наук,Преподаватель,Политология
Тынчиров,Доцент,Кандидат наук,Доцент,Математика
Евсиков,Без звания,Без степени,Профессор,Математика
Парфенович,Доцент,Кандидат наук,Доцент,Психология
Брещенко,Доцент,Кандидат наук,Старший преподаватель,Математика
Андреев,Доцент,Доктор наук,Доцент,Филология
Приходько,Без звания,Без степени,Профессор,Филология
Брещенко,Без звания,Кандидат наук,Профессор,История
Шабунин,Доцент,Доктор наук,Преподаватель,Филология
Ковалев,Профессор,Кандидат наук,Старший преподаватель,История
Тарасова,Профессор,Доктор наук,Преподаватель,Химия
Волков,Доцент,Без степени,Старший преподаватель,Психология
Лаптева,Доцент,Доктор наук,Преподаватель,Физика
Тарасова,Доцент,Доктор наук,Доцент,Психология
Титоренко,Доцент,Без степени,Профессор,Математика
Волков,Профессор,Без степени,Старший преподаватель,Биология
Ковалев,Доцент,Кандидат наук,Доцент,Физика
Приходько,Без звания,Кандидат наук,Старший преподаватель,Психология
Царюк,Доцент,Кандидат наук,Старший преподаватель,Физика
Брещенко,Профессор,Без степени,Преподаватель,Химия
Харитонов,Доцент,Без степени,Преподаватель,Физика
Титоренко,Без звания,Доктор наук,Доцент,Филология
Тарасова,Доцент,Доктор наук,Преподаватель,Математика
Тынчиров,Доцент,Без степени,Старший преподаватель,Политология
Попенко,Без звания,Кандидат наук,Доцент,Филология
Титоренко,Профессор,Без степени,Старший преподаватель,Математика
Волков,Доцент,Без степени,Преподаватель,Политология
Тарасова,Доцент,Кандидат наук,Преподаватель,Политология
Царюк,Доцент,Доктор наук,Доцент,Политология
Тарасова,Доцент,Доктор наук,Профессор,Математика
Парфенович,Профессор,Без степени,Старший преподаватель,Психология
Лаптева,Доцент,Без степени,Старший преподаватель,Филология
Тынчиров,Без звания,Кандидат наук,Преподаватель,Математика
Андреев,Доцент,Кандидат наук,Доцент,Математика
Лаптева,Профессор,Без степени,Преподаватель,Математика
Лаптева,Профессор,Доктор наук,Доцент,Химия
Попенко,Профессор,Без степени,Старший преподаватель,Филология
Тарасова,Без звания,Без степени,Старший преподаватель,История
Царюк,Без звания,Без степени,Старший преподаватель,Математика
Ковалев,Профессор,Без степени,Профессор,Физика
Ковалев,Доцент,Доктор наук,Доцент,Физика
Царюк,Профессор,Кандидат наук,Преподаватель,Химия
Приходько,Профессор,Без степени,Преподаватель,История
Волков,Доцент,Без степени,Старший преподаватель,Физика
Волков,Без звания,Кандидат наук,Старший преподаватель,Биология
Приходько,Профессор,Без степени,Старший преподаватель,История
Тарасова,Доцент,Кандидат наук,Старший преподаватель,Филология
Попенко,Без звания,Доктор наук,Профессор,Политология
Царюк,Профессор,Без степени,Старший преподаватель,Математика
Приходько,Доцент,Без степени,Доцент,Психология
Лаптева,Доцент,Без степени,Преподаватель,Математика
Шабунин,Доцент,Без степени,Преподаватель,Филология
Парфенович,Доцент,Доктор наук,Старший преподаватель,Психология
Парфенович,Доцент,Без степени,Преподаватель,Химия
Андреев,Профессор,Без степени,Старший преподаватель,История
Шабунин,Профессор,Кандидат наук,Доцент,Математика
Лаптева,Доцент,Кандидат наук,Старший преподаватель,Математика
Лаптева,Доцент,Доктор наук,Профессор,Химия
Харитонов,Без звания,Без степени,Старший преподаватель,Математика
Попенко,Доцент,Доктор наук,Профессор,Политология
Попенко,Доцент,Кандидат наук,Доцент,Химия
Шабунин,Без звания,Без степени,Доцент,Физика
Царюк,Профессор,Без степени,Преподаватель,Политология
Андреев,Доцент,Кандидат наук,Старший преподаватель,Биология
Андреев,Профессор,Кандидат наук,Профессор,Психология
Брещенко,Доцент,Доктор наук,Старший преподаватель,Филология
Тынчиров,Профессор,Без степени,Старший преподаватель,Филология
Андреев,Доцент,Без степени,Старший преподаватель,Филология
Тынчиров,Без звания,Без степени,Доцент,История
Харитонов,Доцент,Кандидат наук,Старший преподаватель,Физика
Андреев,Без звания,Без степени,Старший преподаватель,Политология
Шабунин,Доцент,Без степени,Старший преподаватель,Политология
Царюк,Без звания,Доктор наук,Доцент,Психология
Приходько,Без звания,Без степени,Профессор,Физика
Парфенович,Доцент,Без степени,Преподаватель,Филология
Тарасова,Профессор,Без степени,Доцент,Психология
Волков,Без звания,Без степени,Доцент,Филология
Брещенко,Без звания,Без степени,Доцент,Политология
Евсиков,Доцент,Без степени,Профессор,Биология
Попенко,Доцент,Кандидат наук,Преподаватель,Филология
Харитонов,Доцент,Без степени,Профессор,Филология
Попенко,Доцент,Без степени,Профессор,Химия
Ковалев,Профессор,Без степени,Доцент,Математика
Андреев,Без звания,Кандидат наук,Старший преподаватель,История
Лаптева,Доцент,Кандидат наук,Старший преподаватель,Физика
Волков,Без звания,Без степени,Старший преподаватель,История
Приходько,Профессор,Без степени,Старший преподаватель,Политология
Волков,Без звания,Доктор наук,Доцент,Психология
Царюк,Доцент,Без степени,Профессор,История
Парфенович,Без звания,Доктор наук,Доцент,Математика
Шабунин,Без звания,Кандидат наук,Старший преподаватель,Психология
Волков,Профессор,Без степени,Доцент,Психология
Приходько,Без звания,Без степени,Профессор,Биология
Лаптева,Без звания,Без степени,Преподаватель,Физика
Волков,Доцент,Кандидат наук,Преподаватель,Биология
Шабунин,Профессор,Доктор наук,Старший преподаватель,История
Попенко,Доцент,Без степени,Доцент,Химия
Андреев,Без звания,Без степени,Старший преподаватель,Математика
Евсиков,Доцент,Кандидат наук,Преподаватель,Психология
Царюк,Без звания,Доктор наук,Старший преподаватель,Химия
Титоренко,Доцент,Без степени,Преподаватель,Биология
Ковалев,Без звания,Доктор наук,Старший преподаватель,История
Андреев,Профессор,Кандидат наук,Доцент,Психология
Царюк,Без звания,Доктор наук,Старший преподаватель,Химия
Волков,Доцент,Кандидат наук,Старший преподаватель,Психология
Тарасова,Без звания,Кандидат наук,Преподаватель,Филология
Парфенович,Доцент,Кандидат наук,Доцент,Психология
Царюк,Профессор,Без степени,Доцент,Математика
Брещенко,Без звания,Без степени,Преподаватель,История
Харитонов,Профессор,Без степени,Старший преподаватель,Филология
Титоренко,Без звания,Без степени,Преподаватель,Филология
Брещенко,Без звания,Без степени,Старший преподаватель,История
Лаптева,Без звания,Без степени,Профессор,Математика
Ковалев,Без звания,Кандидат наук,Старший преподаватель,Психология
Парфенович,Профессор,Без степени,Доцент,Политология
Ковалев,Профессор,Без степени,Преподаватель,Психология
